episode,episode_length,episode_reward,fps,step,total_time
8,100.8,-0.25340003073215484,184.30278958778047,1024,5.5560743398964405
16,136.4,-0.17950003147125243,327.8914791460696,2048,6.245968956965953
24,131.3,-0.1918000303208828,449.61496351684264,3072,6.832512814900838
32,126.6,-0.20500002205371856,553.3920245984477,4096,7.401624558959156
40,125.8,-0.20710002332925798,638.024207472579,5120,8.024773887940682
48,123.4,-0.21040002703666688,714.9806809772509,6144,8.593239178997464
56,154.6,-0.14550002552568914,781.3458792854976,7168,9.173914126935415
64,138.6,-0.1789000228047371,838.3806155967085,8192,9.771218283916824
72,141.8,-0.17460002303123473,885.3348504748527,9216,10.409620715887286
80,155.4,-0.14689999185502528,927.5283720133996,10240,11.040093552903272
88,123.4,-0.21090002208948136,962.9464538516927,11264,11.697431310894899
96,136.2,-0.1879000261425972,999.9099579814946,12288,12.289106535958126
104,146.6,-0.16450003273785113,1035.6641668026366,13312,12.853587510995567
112,156.2,-0.14600002206861973,1062.585746577175,14336,13.491617072955705
120,120.2,-0.218300025165081,1088.3218576817096,15360,14.113471939926967
128,131.4,-0.19770002514123916,1114.3085521597586,16384,14.703288391930982
136,137.8,-0.18580002784729005,1137.3181249392335,17408,15.30618357192725
144,138.6,-0.17480002865195274,1160.4469641710846,18432,15.88353502494283
152,147.4,-0.15730002596974374,1180.979717354143,19456,16.474457362899557
160,171.4,-0.12369999215006829,1198.4497792351879,20480,17.088742769905366
168,141.0,-0.17830002531409264,1214.7791678801793,21504,17.701982853002846
176,149.8,-0.1566000308841467,1230.6072930351627,22528,18.306408654898405
184,112.2,-0.23530002534389496,1245.32710310961,23552,18.912300182972103
192,112.2,-0.2332000270485878,1262.032668200955,24576,19.473346941987984
200,176.7,-0.06730001270771027,1278.372246069161,25600,20.025466039893217
208,192.7,-0.03889999091625214,1294.2373779320262,26624,20.571187676978298
216,172.7,-0.06949997693300247,1308.306485073397,27648,21.132662961957976
224,175.9,-0.0636999785900116,1322.009024503632,28672,21.688202930963598
232,145.0,-0.17110002376139163,1335.6723879270303,29696,22.232996854931116
240,149.0,-0.164000029489398,1350.0114538846774,30720,22.755362490890548
248,211.1,0.005900026112794876,1361.2302438745326,31744,23.320081332931295
256,238.3,0.0632000632584095,1373.7981122178107,32768,23.852121871896088
264,203.4,-0.055299998447299006,1381.1589679769406,33792,24.466408851905726
272,217.5,-0.009199995175004005,1392.638132864976,34816,25.000033517950214
280,223.9,0.0019000038504600526,1403.4844663609772,35840,25.5364422329003
288,215.9,-0.004799972102046013,1411.581435510708,36864,26.115390208899044
296,248.4,0.09780005812644958,1416.4436702342405,37888,26.748681077966467
304,270.8,0.13190006464719772,1416.484322459312,38912,27.47082998591941
312,253.2,0.09330005347728729,1413.6590227203328,39936,28.25009380490519
320,212.7,-0.017399987578392027,1411.2581243383313,40960,29.023747883969918
328,258.5,0.16050006002187728,1414.9300863506774,41984,29.672137446934357
336,340.3,0.40390014201402663,1417.4996134327582,43008,30.340749014983885
344,380.0,0.5103001847863198,1419.6961033418822,44032,31.01508829696104
352,445.0,0.7270003259181976,1419.0276605256543,45056,31.75131905695889
360,406.1,0.6179003089666366,1420.0262589509132,46080,32.450104150921106
368,395.2,0.5551003113389015,1421.589020461473,47104,33.134752254001796
