episode,episode_length,episode_reward,fps,step,total_time
8,105.6,-0.24280003011226653,600.9860658639271,1024,1.703866459080018
16,133.1,-0.1905000288039446,901.9605537725239,2048,2.270609276019968
24,140.1,-0.18040003180503844,1077.7705625520935,3072,2.850328359985724
32,136.2,-0.18890002854168414,1232.9114221451093,4096,3.322217578999698
40,119.4,-0.22240002155303956,1313.7653506276251,5120,3.8971951860003173
48,118.6,-0.22040002830326558,1389.3688101209605,6144,4.422151955077425
56,125.8,-0.2065000269562006,1439.32101400152,7168,4.980125997099094
64,136.2,-0.1884000137448311,1470.7393426553099,8192,5.569987667025998
72,126.6,-0.2054000273346901,1524.7629549472308,9216,6.0442181980470195
80,133.0,-0.1916000247001648,1556.070750454677,10240,6.580677644000389
88,125.0,-0.20720002204179763,1586.0626926238997,11264,7.101863029995002
96,135.4,-0.18540002591907978,1602.1464306148775,12288,7.669710936024785
104,173.8,-0.11739998646080493,1635.245466174427,13312,8.140673847054131
112,150.6,-0.16750002540647985,1649.168095880977,14336,8.692867656005546
120,158.6,-0.15460003092885016,1662.9588865399335,15360,9.23654825403355
128,148.2,-0.16580002345144748,1673.2197946076808,16384,9.791899458039552
136,167.4,-0.12610002048313618,1686.6143830946626,17408,10.321268556988798
144,169.0,-0.12240002043545246,1695.9666628636348,18432,10.868138156016357
152,212.7,-0.00319998599588871,1701.5592343794947,19456,11.434218454989605
160,280.1,0.20000009350478648,1707.3905554369635,20480,11.99491231504362
168,315.8,0.3009001422673464,1706.7103520794649,21504,12.599677487043664
176,337.9,0.3708001676946878,1710.3200117957563,22528,13.171804015990347
184,337.9,0.3708001676946878,1718.5051737228885,23552,13.70493400900159
192,371.2,0.4810002207756042,1726.1632870907697,24576,14.237355286022648
200,407.7,0.5991002812981605,1730.562758565441,25600,14.79287582798861
208,488.7,0.8212003543972969,1729.407105640486,26624,15.394871406024322
216,488.7,0.8212003543972969,1732.5328495069818,27648,15.958138980087824
224,526.0,0.9206003904342651,1740.0931670971088,28672,16.477278655045666
232,526.0,0.9047004401683807,1745.9511433530542,29696,17.008494260022417
240,491.1,0.7822003662586212,1748.0098181855203,30720,17.574271998018958
248,491.1,0.7822003662586212,1753.134309383723,31744,18.106998322997242
256,491.1,0.7969003856182099,1756.5426206865832,32768,18.65482773608528
264,491.1,0.8307003796100616,1765.2594125110977,33792,19.142795535037294
272,485.5,0.8193003892898559,1768.14343622069,34816,19.690710203023627
280,485.5,0.8193003892898559,1771.8440791090568,35840,20.227513483026996
288,485.5,0.8145003914833069,1772.5109784366198,36864,20.797614485025406
296,485.5,0.7990003943443298,1775.9278954604183,37888,21.334199489094317
304,485.5,0.7858003675937653,1777.0260308945767,38912,21.89725942304358
312,485.5,0.7858003675937653,1780.8210435809858,39936,22.42561100900639
320,485.5,0.7914003789424896,1782.7493782411145,40960,22.97574774106033
328,526.0,0.9085004329681396,1783.9792664272572,41984,23.533905797055922
336,494.3,0.8307003978639841,1783.8895759902912,43008,24.109115597093478
344,494.3,0.8307003978639841,1783.3212977635653,44032,24.691007759072818
352,494.3,0.8307003978639841,1788.2660650727664,45056,25.195355926058255
360,494.3,0.833900386467576,1788.8542379542534,46080,25.759505175054073
368,526.0,0.891400420665741,1790.3063664595652,47104,26.31058062601369
376,483.1,0.7718003660440445,1790.1236282878424,48128,26.885293976054527
384,483.1,0.7718003660440445,1791.0638760018585,49152,27.442907346063294
392,483.1,0.7427003532648087,1794.521209111249,50176,27.960661454009824
400,483.1,0.7353003352880478,1794.312932045697,51200,28.534599001985043
408,483.1,0.7511003524065017,1796.9678145325115,52224,29.062290141009726
416,483.1,0.7511003524065017,1796.9548106389777,53248,29.632353404071182
424,483.1,0.75130036175251,1798.3285908663509,54272,30.179134267033078
432,526.0,0.9116004467010498,1800.2560233023275,55296,30.71563115704339
440,526.0,0.9202004790306091,1804.5545133577966,56320,31.209918893058784
448,526.0,0.9202004790306091,1806.585235216594,57344,31.741652086027898
456,526.0,0.9202004790306091,1805.376787234379,58368,32.33009331498761
464,526.0,0.9184004724025726,1805.2818846607656,59392,32.899017325020395
472,526.0,0.9042004585266114,1803.0019199516864,60416,33.5085611010436
480,526.0,0.9042004585266114,1807.67944214634,61440,33.988327005063184
488,526.0,0.9042004585266114,1809.2150977565054,62464,34.5254691260634
496,526.0,0.9018004655838012,1808.856148420883,63488,35.098423971096054
504,526.0,0.8543004512786865,1808.1681706074758,64512,35.678097341093235
512,526.0,0.8543004512786865,1808.3774305832148,65536,36.24022225209046
520,526.0,0.8543004512786865,1810.5581413984098,66560,36.76214448909741
528,526.0,0.865300464630127,1810.5163080885682,67584,37.32857842708472
536,526.0,0.8789004266262055,1811.2377277801304,68608,37.8790696260985
544,526.0,0.8789004266262055,1811.036075243218,69632,38.44870952703059
552,526.0,0.8789004266262055,1812.891635353522,70656,38.97419935208745
560,526.0,0.8968004286289215,1811.027662967731,71680,39.57973777304869
568,526.0,0.8768004298210144,1811.6580016138855,72704,40.13119470409583
576,526.0,0.8768004298210144,1812.899971683523,73728,40.66854275006335
584,526.0,0.8768004298210144,1814.4335690758132,74752,41.19853229902219
592,526.0,0.8688004374504089,1814.1197957692912,75776,41.770119138062
600,526.0,0.8792004704475402,1813.0046827841213,76800,42.36061866208911
608,526.0,0.9104004800319672,1813.3579287392997,77824,42.91706494707614
616,526.0,0.9104004800319672,1810.3832529208248,78848,43.553208898054436
624,526.0,0.9192004859447479,1809.8179745584173,79872,44.13261506007984
632,526.0,0.9232004642486572,1809.7061346153816,80896,44.70118018204812
640,526.0,0.9186004400253296,1812.5287331124673,81920,45.196524890023284
648,526.0,0.9186004400253296,1815.4041241996067,82944,45.68900053401012
656,526.0,0.9186004519462585,1817.32745595464,83968,46.20411127607804
664,526.0,0.895400482416153,1816.82966449998,84992,46.78038985200692
672,526.0,0.8798004806041717,1819.4646602571029,86016,47.275444189086556
680,526.0,0.8798004806041717,1822.3758937613977,87040,47.76182581100147
688,526.0,0.8902004718780517,1823.173834188656,88064,48.302580011077225
696,526.0,0.8686004638671875,1822.5494651862275,89088,48.88097782898694
704,526.0,0.8832004725933075,1822.8942449057342,90112,49.43347660009749
712,526.0,0.8832004725933075,1821.789868564943,91136,50.02552795608062
720,526.0,0.8908004760742188,1822.2715784355144,92160,50.57423991605174
728,526.0,0.8908004999160767,1821.56408158654,93184,51.15603724401444
736,526.0,0.8967004954814911,1822.2617492197119,94208,51.69839077198412
744,526.0,0.8967004954814911,1822.5979227408968,95232,52.25069051806349
752,526.0,0.8967004954814911,1821.318551346714,96256,52.849623657995835
760,526.0,0.8887004971504211,1820.313838818841,97280,53.44133408507332
768,526.0,0.9034004986286164,1822.694971660676,98304,53.93332484504208
776,526.0,0.9034004986286164,1823.1425356118918,99328,54.48175228200853
784,526.0,0.9034004986286164,1823.7098905131124,100352,55.02629586099647
792,526.0,0.9138004958629609,1823.8853390804702,101376,55.582441411097534
800,526.0,0.9288004755973815,1824.4699399664853,102400,56.125890461029485
808,526.0,0.9288004755973815,1729.2480022213745,103424,59.80865663406439
816,526.0,0.9288004755973815,1730.4335341334258,104448,60.35944053309504
824,526.0,0.914400452375412,1729.9267081084135,105472,60.96905695809983
832,526.0,0.8736004173755646,1731.1663837376514,106496,61.516906174016185
840,526.0,0.8736004173755646,1731.261004798318,107520,62.105020388029516
848,526.0,0.8736004173755646,1734.2994095182612,108544,62.58665568602737
856,526.0,0.8608004331588746,1735.225991708616,109568,63.14336030208506
864,526.0,0.8872004926204682,1736.1776329888019,110592,63.698551287990995
872,526.0,0.8872004926204682,1736.5303582652639,111616,64.27529439306818
880,526.0,0.8872004926204682,1736.169746106568,112640,64.87844881101046
888,526.0,0.8906005084514618,1736.7880012527842,113664,65.44494775298517
896,526.0,0.888800448179245,1736.9963059417364,114688,66.02662285906263
904,526.0,0.8936004519462586,1737.6951320180967,115712,66.58935613499489
912,526.0,0.8936004519462586,1736.3600824268412,116736,67.23029467300512
920,526.0,0.8848004579544068,1735.0797390248879,117760,67.87007960001938
928,526.0,0.8660004556179046,1733.1310355009912,118784,68.53722976904828
936,526.0,0.8700004458427429,1731.777311598765,119808,69.18210511107463
944,526.0,0.8700004458427429,1731.3926926288927,120832,69.78890491707716
952,526.0,0.874200451374054,1731.1584566365505,121856,70.38985919102561
960,526.0,0.8952004432678222,1730.487158573201,122880,71.00890601309948
968,526.0,0.9074004411697387,1728.9212370452972,123904,71.66549715807196
976,526.0,0.9074004411697387,1728.3048294526934,124928,72.28354505007155
984,526.0,0.9058004498481751,1727.1329545673325,125952,72.92548015306238
992,526.0,0.9068004786968231,1725.8204263045504,126976,73.57428273803089
1000,526.0,0.8884004771709442,1726.2101770151546,128000,74.15087786200456
1008,526.0,0.8884004771709442,1725.749368213953,129024,74.76404301600996
1016,526.0,0.8980004727840424,1724.8722714167773,130048,75.39572764607146
1024,526.0,0.8913004219532012,1723.2054356043257,131072,76.06289841700345
1032,483.1,0.7439003616571427,1721.0848778510035,132096,76.75158947706223
1040,441.8,0.6463003098964691,1718.1558050540373,133120,77.47842169401702
1048,426.1,0.5742002785205841,1716.6534980107615,134144,78.14273536007386
1056,426.1,0.5809003412723541,1713.7088966443298,135168,78.87453946506139
1064,426.1,0.5959003746509552,1711.2663417237115,136192,79.58550734003074
